0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.65,0.01,0.00,0.08,0.24,0.00,0.02
0.65,0.01,0.00,0.08,0.24,0.00,0.02
0.65,0.01,0.00,0.08,0.24,0.00,0.02
0.65,0.01,0.00,0.08,0.24,0.00,0.02
0.65,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.23,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
